iso3c,country,year,gdp_pc_current_usd,health_exp_pct_gdp,htn_prevalence_pct,htn_treatment_pct,country_id,year_c,log_gdp,log_gdp_z,health_exp_z,year_z,htn_prev_z,htn_treat_z
ARG,Argentina,2018,10374.68,9.71,47.1,48.6,0,0.5,9.247123501249739,-0.0772850817806991,0.7281001025662819,0.24253562503633297,1.8404818705222914,0.1388809039006469
ARG,Argentina,2019,11250.06,9.43,54.0,48.1,0,1.5,9.328128740951676,-0.008110408604021664,0.6425452748000818,0.7276068751089989,2.7872976844248565,0.1080641352836395
ARG,Argentina,2019,11250.06,9.43,54.0,41.0,0,1.5,9.328128740951676,-0.008110408604021664,0.6425452748000818,0.7276068751089989,2.7872976844248565,-0.3295339790778655
ARG,Argentina,2019,11250.06,9.43,54.0,35.3,0,1.5,9.328128740951676,-0.008110408604021664,0.6425452748000818,0.7276068751089989,2.7872976844248565,-0.68084514131175
ARG,Argentina,2019,11250.06,9.43,47.5,48.1,0,1.5,9.328128740951676,-0.008110408604021664,0.6425452748000818,0.7276068751089989,1.8953697437920052,0.1080641352836395
ARG,Argentina,2019,11250.06,9.43,47.5,41.0,0,1.5,9.328128740951676,-0.008110408604021664,0.6425452748000818,0.7276068751089989,1.8953697437920052,-0.3295339790778655
ARG,Argentina,2019,11250.06,9.43,47.5,35.3,0,1.5,9.328128740951676,-0.008110408604021664,0.6425452748000818,0.7276068751089989,1.8953697437920052,-0.68084514131175
ARG,Argentina,2019,11250.06,9.43,41.2,48.1,0,1.5,9.328128740951676,-0.008110408604021664,0.6425452748000818,0.7276068751089989,1.030885739794011,0.1080641352836395
ARG,Argentina,2019,11250.06,9.43,41.2,41.0,0,1.5,9.328128740951676,-0.008110408604021664,0.6425452748000818,0.7276068751089989,1.030885739794011,-0.3295339790778655
ARG,Argentina,2019,11250.06,9.43,41.2,35.3,0,1.5,9.328128740951676,-0.008110408604021664,0.6425452748000818,0.7276068751089989,1.030885739794011,-0.68084514131175
ARG,Argentina,2020,10597.67,9.59,,,0,2.5,9.268389444617355,-0.05912496414310609,0.6914337478093389,1.212678125181665,,
ARG,Argentina,2021,11073.03,9.47,,,0,3.5,9.312267700987313,-0.02165499238420916,0.6547673930523964,1.697749375254331,,
ARG,Argentina,2022,10693.49,9.65,,,0,4.5,9.277390424077836,-0.051438550094585346,0.7097669251878104,2.182820625326997,,
ARG,Argentina,2023,10871.3,9.55,,,0,5.5,9.293881568180508,-0.03735588695070359,0.6792116295570249,2.6678918753996625,,
ARG,Argentina,2024,10786.9,9.46,,,0,6.5,9.286087713914362,-0.04401147273294478,0.6517118634893179,3.1529631254723287,,
AUS,Australia,2015,53874.15,9.42,26.2,55.7,1,-2.5,10.894406050019406,1.3294169088568304,0.6394897452370033,-1.212678125181665,-1.0274095078202625,0.576479018262152
AUS,Australia,2015,53874.15,9.42,26.2,48.4,1,-2.5,10.894406050019406,1.3294169088568304,0.6394897452370033,-1.212678125181665,-1.0274095078202625,0.12655419645384378
AUS,Australia,2015,53874.15,9.42,26.2,51.7,1,-2.5,10.894406050019406,1.3294169088568304,0.6394897452370033,-1.212678125181665,-1.0274095078202625,0.3299448693260928
AUS,Australia,2015,53874.15,9.42,32.4,55.7,1,-2.5,10.894406050019406,1.3294169088568304,0.6394897452370033,-1.212678125181665,-0.17664747213969645,0.576479018262152
AUS,Australia,2015,53874.15,9.42,32.4,48.4,1,-2.5,10.894406050019406,1.3294169088568304,0.6394897452370033,-1.212678125181665,-0.17664747213969645,0.12655419645384378
AUS,Australia,2015,53874.15,9.42,32.4,51.7,1,-2.5,10.894406050019406,1.3294169088568304,0.6394897452370033,-1.212678125181665,-0.17664747213969645,0.3299448693260928
AUS,Australia,2015,53874.15,9.42,29.3,55.7,1,-2.5,10.894406050019406,1.3294169088568304,0.6394897452370033,-1.212678125181665,-0.6020284899799793,0.576479018262152
AUS,Australia,2015,53874.15,9.42,29.3,48.4,1,-2.5,10.894406050019406,1.3294169088568304,0.6394897452370033,-1.212678125181665,-0.6020284899799793,0.12655419645384378
AUS,Australia,2015,53874.15,9.42,29.3,51.7,1,-2.5,10.894406050019406,1.3294169088568304,0.6394897452370033,-1.212678125181665,-0.6020284899799793,0.3299448693260928
AUS,Australia,2016,55425.33,9.54,26.2,54.3,1,-1.5,10.922791988458668,1.353657168148382,0.6761560999939458,-0.7276068751089989,-1.0274095078202625,0.4901920661345309
AUS,Australia,2016,55425.33,9.54,26.2,50.9,1,-1.5,10.922791988458668,1.353657168148382,0.6761560999939458,-0.7276068751089989,-1.0274095078202625,0.2806380395388807
AUS,Australia,2016,55425.33,9.54,26.2,48.1,1,-1.5,10.922791988458668,1.353657168148382,0.6761560999939458,-0.7276068751089989,-1.0274095078202625,0.1080641352836395
AUS,Australia,2016,55425.33,9.54,32.4,54.3,1,-1.5,10.922791988458668,1.353657168148382,0.6761560999939458,-0.7276068751089989,-0.17664747213969645,0.4901920661345309
AUS,Australia,2016,55425.33,9.54,32.4,50.9,1,-1.5,10.922791988458668,1.353657168148382,0.6761560999939458,-0.7276068751089989,-0.17664747213969645,0.2806380395388807
AUS,Australia,2016,55425.33,9.54,32.4,48.1,1,-1.5,10.922791988458668,1.353657168148382,0.6761560999939458,-0.7276068751089989,-0.17664747213969645,0.1080641352836395
AUS,Australia,2016,55425.33,9.54,29.3,54.3,1,-1.5,10.922791988458668,1.353657168148382,0.6761560999939458,-0.7276068751089989,-0.6020284899799793,0.4901920661345309
AUS,Australia,2016,55425.33,9.54,29.3,50.9,1,-1.5,10.922791988458668,1.353657168148382,0.6761560999939458,-0.7276068751089989,-0.6020284899799793,0.2806380395388807
AUS,Australia,2016,55425.33,9.54,29.3,48.1,1,-1.5,10.922791988458668,1.353657168148382,0.6761560999939458,-0.7276068751089989,-0.6020284899799793,0.1080641352836395
AUS,Australia,2017,56285.29,9.45,26.2,52.7,1,-0.5,10.93818850112528,1.366805067416286,0.6486563339262388,-0.24253562503633297,-1.0274095078202625,0.3915784065601076
AUS,Australia,2017,56285.29,9.45,26.2,49.9,1,-0.5,10.93818850112528,1.366805067416286,0.6486563339262388,-0.24253562503633297,-1.0274095078202625,0.21900450230486593
AUS,Australia,2017,56285.29,9.45,26.2,47.6,1,-0.5,10.93818850112528,1.366805067416286,0.6486563339262388,-0.24253562503633297,-1.0274095078202625,0.07724736666663211
AUS,Australia,2017,56285.29,9.45,29.2,52.7,1,-0.5,10.93818850112528,1.366805067416286,0.6486563339262388,-0.24253562503633297,-0.6157504582974079,0.3915784065601076
AUS,Australia,2017,56285.29,9.45,29.2,49.9,1,-0.5,10.93818850112528,1.366805067416286,0.6486563339262388,-0.24253562503633297,-0.6157504582974079,0.21900450230486593
AUS,Australia,2017,56285.29,9.45,29.2,47.6,1,-0.5,10.93818850112528,1.366805067416286,0.6486563339262388,-0.24253562503633297,-0.6157504582974079,0.07724736666663211
AUS,Australia,2017,56285.29,9.45,32.3,52.7,1,-0.5,10.93818850112528,1.366805067416286,0.6486563339262388,-0.24253562503633297,-0.19036944045712514,0.3915784065601076
AUS,Australia,2017,56285.29,9.45,32.3,49.9,1,-0.5,10.93818850112528,1.366805067416286,0.6486563339262388,-0.24253562503633297,-0.19036944045712514,0.21900450230486593
AUS,Australia,2017,56285.29,9.45,32.3,47.6,1,-0.5,10.93818850112528,1.366805067416286,0.6486563339262388,-0.24253562503633297,-0.19036944045712514,0.07724736666663211
AUS,Australia,2018,57159.63,9.32,32.3,47.2,1,0.5,10.953603158964771,1.3799684618102859,0.6089344496062178,0.24253562503633297,-0.19036944045712514,0.05259395177302629
AUS,Australia,2018,57159.63,9.32,32.3,48.9,1,0.5,10.953603158964771,1.3799684618102859,0.6089344496062178,0.24253562503633297,-0.19036944045712514,0.15737096507085116
AUS,Australia,2018,57159.63,9.32,32.3,51.1,1,0.5,10.953603158964771,1.3799684618102859,0.6089344496062178,0.24253562503633297,-0.19036944045712514,0.29296474698568387
AUS,Australia,2018,57159.63,9.32,29.2,47.2,1,0.5,10.953603158964771,1.3799684618102859,0.6089344496062178,0.24253562503633297,-0.6157504582974079,0.05259395177302629
AUS,Australia,2018,57159.63,9.32,29.2,48.9,1,0.5,10.953603158964771,1.3799684618102859,0.6089344496062178,0.24253562503633297,-0.6157504582974079,0.15737096507085116
AUS,Australia,2018,57159.63,9.32,29.2,51.1,1,0.5,10.953603158964771,1.3799684618102859,0.6089344496062178,0.24253562503633297,-0.6157504582974079,0.29296474698568387
AUS,Australia,2018,57159.63,9.32,26.3,47.2,1,0.5,10.953603158964771,1.3799684618102859,0.6089344496062178,0.24253562503633297,-1.0136875395028337,0.05259395177302629
AUS,Australia,2018,57159.63,9.32,26.3,48.9,1,0.5,10.953603158964771,1.3799684618102859,0.6089344496062178,0.24253562503633297,-1.0136875395028337,0.15737096507085116
AUS,Australia,2018,57159.63,9.32,26.3,51.1,1,0.5,10.953603158964771,1.3799684618102859,0.6089344496062178,0.24253562503633297,-1.0136875395028337,0.29296474698568387
AUS,Australia,2019,55029.61,9.35,32.3,46.7,1,1.5,10.91562668298526,1.3475383335377102,0.6181010382954533,0.7276068751089989,-0.19036944045712514,0.021777183156018894
AUS,Australia,2019,55029.61,9.35,32.3,48.0,1,1.5,10.91562668298526,1.3475383335377102,0.6181010382954533,0.7276068751089989,-0.19036944045712514,0.10190078156023794
AUS,Australia,2019,55029.61,9.35,32.3,49.5,1,1.5,10.91562668298526,1.3475383335377102,0.6181010382954533,0.7276068751089989,-0.19036944045712514,0.19435108741126012
AUS,Australia,2019,55029.61,9.35,29.3,46.7,1,1.5,10.91562668298526,1.3475383335377102,0.6181010382954533,0.7276068751089989,-0.6020284899799793,0.021777183156018894
AUS,Australia,2019,55029.61,9.35,29.3,48.0,1,1.5,10.91562668298526,1.3475383335377102,0.6181010382954533,0.7276068751089989,-0.6020284899799793,0.10190078156023794
AUS,Australia,2019,55029.61,9.35,29.3,49.5,1,1.5,10.91562668298526,1.3475383335377102,0.6181010382954533,0.7276068751089989,-0.6020284899799793,0.19435108741126012
AUS,Australia,2019,55029.61,9.35,26.3,46.7,1,1.5,10.91562668298526,1.3475383335377102,0.6181010382954533,0.7276068751089989,-1.0136875395028337,0.021777183156018894
AUS,Australia,2019,55029.61,9.35,26.3,48.0,1,1.5,10.91562668298526,1.3475383335377102,0.6181010382954533,0.7276068751089989,-1.0136875395028337,0.10190078156023794
AUS,Australia,2019,55029.61,9.35,26.3,49.5,1,1.5,10.91562668298526,1.3475383335377102,0.6181010382954533,0.7276068751089989,-1.0136875395028337,0.19435108741126012
AUS,Australia,2020,55487.88,9.32,,,1,2.5,10.923919897508117,1.3546203495444964,0.6089344496062178,1.212678125181665,,
AUS,Australia,2021,56798.67,9.44,,,1,3.5,10.947268188942138,1.3745586947074147,0.6456008043631604,1.697749375254331,,
AUS,Australia,2022,54665.45,9.38,,,1,4.5,10.908987161792995,1.3418684940283823,0.6272676269846893,2.182820625326997,,
AUS,Australia,2023,56811.53,9.56,,,1,5.5,10.947494577066706,1.3747520195415333,0.6822671591201034,2.6678918753996625,,
AUS,Australia,2024,58846.4,9.77,,,1,6.5,10.982685938344924,1.4048037905630173,0.7464332799447528,3.1529631254723287,,
BGD,Bangladesh,2015,2379.5,2.47,23.7,37.6,2,-2.5,7.774645660561165,-1.3347120552002387,-1.4841033011025966,-1.212678125181665,-1.3704587157559747,-0.5390880056735157
BGD,Bangladesh,2015,2379.5,2.47,23.7,41.3,2,-2.5,7.774645660561165,-1.3347120552002387,-1.4841033011025966,-1.212678125181665,-1.3704587157559747,-0.3110439179076613
BGD,Bangladesh,2015,2379.5,2.47,23.7,32.9,2,-2.5,7.774645660561165,-1.3347120552002387,-1.4841033011025966,-1.212678125181665,-1.3704587157559747,-0.8287656306733854
BGD,Bangladesh,2015,2379.5,2.47,28.0,37.6,2,-2.5,7.774645660561165,-1.3347120552002387,-1.4841033011025966,-1.212678125181665,-0.7804140781065496,-0.5390880056735157
BGD,Bangladesh,2015,2379.5,2.47,28.0,41.3,2,-2.5,7.774645660561165,-1.3347120552002387,-1.4841033011025966,-1.212678125181665,-0.7804140781065496,-0.3110439179076613
BGD,Bangladesh,2015,2379.5,2.47,28.0,32.9,2,-2.5,7.774645660561165,-1.3347120552002387,-1.4841033011025966,-1.212678125181665,-0.7804140781065496,-0.8287656306733854
BGD,Bangladesh,2015,2379.5,2.47,32.6,37.6,2,-2.5,7.774645660561165,-1.3347120552002387,-1.4841033011025966,-1.212678125181665,-0.14920353550483909,-0.5390880056735157
BGD,Bangladesh,2015,2379.5,2.47,32.6,41.3,2,-2.5,7.774645660561165,-1.3347120552002387,-1.4841033011025966,-1.212678125181665,-0.14920353550483909,-0.3110439179076613
BGD,Bangladesh,2015,2379.5,2.47,32.6,32.9,2,-2.5,7.774645660561165,-1.3347120552002387,-1.4841033011025966,-1.212678125181665,-0.14920353550483909,-0.8287656306733854
BGD,Bangladesh,2016,2493.64,2.48,28.2,41.4,2,-1.5,7.821498769389597,-1.2947016990499,-1.481047771539518,-0.7276068751089989,-0.7529701414716927,-0.30488056418425974
BGD,Bangladesh,2016,2493.64,2.48,28.2,33.2,2,-1.5,7.821498769389597,-1.2947016990499,-1.481047771539518,-0.7276068751089989,-0.7529701414716927,-0.8102755695031807
BGD,Bangladesh,2016,2493.64,2.48,28.2,37.9,2,-1.5,7.821498769389597,-1.2947016990499,-1.481047771539518,-0.7276068751089989,-0.7529701414716927,-0.5205979445033114
BGD,Bangladesh,2016,2493.64,2.48,23.6,41.4,2,-1.5,7.821498769389597,-1.2947016990499,-1.481047771539518,-0.7276068751089989,-1.3841806840734028,-0.30488056418425974
BGD,Bangladesh,2016,2493.64,2.48,23.6,33.2,2,-1.5,7.821498769389597,-1.2947016990499,-1.481047771539518,-0.7276068751089989,-1.3841806840734028,-0.8102755695031807
BGD,Bangladesh,2016,2493.64,2.48,23.6,37.9,2,-1.5,7.821498769389597,-1.2947016990499,-1.481047771539518,-0.7276068751089989,-1.3841806840734028,-0.5205979445033114
BGD,Bangladesh,2016,2493.64,2.48,32.9,41.4,2,-1.5,7.821498769389597,-1.2947016990499,-1.481047771539518,-0.7276068751089989,-0.10803763055255403,-0.30488056418425974
BGD,Bangladesh,2016,2493.64,2.48,32.9,33.2,2,-1.5,7.821498769389597,-1.2947016990499,-1.481047771539518,-0.7276068751089989,-0.10803763055255403,-0.8102755695031807
BGD,Bangladesh,2016,2493.64,2.48,32.9,37.9,2,-1.5,7.821498769389597,-1.2947016990499,-1.481047771539518,-0.7276068751089989,-0.10803763055255403,-0.5205979445033114
BGD,Bangladesh,2017,2552.39,2.56,28.4,41.5,2,-0.5,7.844785454105307,-1.2748159631332516,-1.4566035350348896,-0.24253562503633297,-0.7255262048368358,-0.29871721046085814
BGD,Bangladesh,2017,2552.39,2.56,28.4,33.5,2,-0.5,7.844785454105307,-1.2748159631332516,-1.4566035350348896,-0.24253562503633297,-0.7255262048368358,-0.7917855083329765
BGD,Bangladesh,2017,2552.39,2.56,28.4,38.0,2,-0.5,7.844785454105307,-1.2748159631332516,-1.4566035350348896,-0.24253562503633297,-0.7255262048368358,-0.5144345907799099
BGD,Bangladesh,2017,2552.39,2.56,33.3,41.5,2,-0.5,7.844785454105307,-1.2748159631332516,-1.4566035350348896,-0.24253562503633297,-0.05314975728284027,-0.29871721046085814
BGD,Bangladesh,2017,2552.39,2.56,33.3,33.5,2,-0.5,7.844785454105307,-1.2748159631332516,-1.4566035350348896,-0.24253562503633297,-0.05314975728284027,-0.7917855083329765
BGD,Bangladesh,2017,2552.39,2.56,33.3,38.0,2,-0.5,7.844785454105307,-1.2748159631332516,-1.4566035350348896,-0.24253562503633297,-0.05314975728284027,-0.5144345907799099
BGD,Bangladesh,2017,2552.39,2.56,23.6,41.5,2,-0.5,7.844785454105307,-1.2748159631332516,-1.4566035350348896,-0.24253562503633297,-1.3841806840734028,-0.29871721046085814
BGD,Bangladesh,2017,2552.39,2.56,23.6,33.5,2,-0.5,7.844785454105307,-1.2748159631332516,-1.4566035350348896,-0.24253562503633297,-1.3841806840734028,-0.7917855083329765
BGD,Bangladesh,2017,2552.39,2.56,23.6,38.0,2,-0.5,7.844785454105307,-1.2748159631332516,-1.4566035350348896,-0.24253562503633297,-1.3841806840734028,-0.5144345907799099
BGD,Bangladesh,2018,2466.17,2.49,23.6,41.5,2,0.5,7.8104216188988955,-1.3041610657247307,-1.4779922419764393,0.24253562503633297,-1.3841806840734028,-0.29871721046085814
BGD,Bangladesh,2018,2466.17,2.49,23.6,33.8,2,0.5,7.8104216188988955,-1.3041610657247307,-1.4779922419764393,0.24253562503633297,-1.3841806840734028,-0.7732954471627722
BGD,Bangladesh,2018,2466.17,2.49,23.6,38.2,2,0.5,7.8104216188988955,-1.3041610657247307,-1.4779922419764393,0.24253562503633297,-1.3841806840734028,-0.5021078833331067
BGD,Bangladesh,2018,2466.17,2.49,28.6,41.5,2,0.5,7.8104216188988955,-1.3041610657247307,-1.4779922419764393,0.24253562503633297,-0.6980822682019785,-0.29871721046085814
BGD,Bangladesh,2018,2466.17,2.49,28.6,33.8,2,0.5,7.8104216188988955,-1.3041610657247307,-1.4779922419764393,0.24253562503633297,-0.6980822682019785,-0.7732954471627722
BGD,Bangladesh,2018,2466.17,2.49,28.6,38.2,2,0.5,7.8104216188988955,-1.3041610657247307,-1.4779922419764393,0.24253562503633297,-0.6980822682019785,-0.5021078833331067
BGD,Bangladesh,2018,2466.17,2.49,33.8,41.5,2,0.5,7.8104216188988955,-1.3041610657247307,-1.4779922419764393,0.24253562503633297,0.015460084304302155,-0.29871721046085814
BGD,Bangladesh,2018,2466.17,2.49,33.8,33.8,2,0.5,7.8104216188988955,-1.3041610657247307,-1.4779922419764393,0.24253562503633297,0.015460084304302155,-0.7732954471627722
BGD,Bangladesh,2018,2466.17,2.49,33.8,38.2,2,0.5,7.8104216188988955,-1.3041610657247307,-1.4779922419764393,0.24253562503633297,0.015460084304302155,-0.5021078833331067
BGD,Bangladesh,2019,2545.11,2.55,28.8,41.5,2,1.5,7.841929150054509,-1.2772551127479457,-1.459659064597968,0.7276068751089989,-0.6706383315671216,-0.29871721046085814
BGD,Bangladesh,2019,2545.11,2.55,28.8,38.4,2,1.5,7.841929150054509,-1.2772551127479457,-1.459659064597968,0.7276068751089989,-0.6706383315671216,-0.48978117588630404
BGD,Bangladesh,2019,2545.11,2.55,28.8,34.1,2,1.5,7.841929150054509,-1.2772551127479457,-1.459659064597968,0.7276068751089989,-0.6706383315671216,-0.7548053859925674
BGD,Bangladesh,2019,2545.11,2.55,23.5,41.5,2,1.5,7.841929150054509,-1.2772551127479457,-1.459659064597968,0.7276068751089989,-1.3979026523908316,-0.29871721046085814
BGD,Bangladesh,2019,2545.11,2.55,23.5,38.4,2,1.5,7.841929150054509,-1.2772551127479457,-1.459659064597968,0.7276068751089989,-1.3979026523908316,-0.48978117588630404
BGD,Bangladesh,2019,2545.11,2.55,23.5,34.1,2,1.5,7.841929150054509,-1.2772551127479457,-1.459659064597968,0.7276068751089989,-1.3979026523908316,-0.7548053859925674
BGD,Bangladesh,2019,2545.11,2.55,34.2,41.5,2,1.5,7.841929150054509,-1.2772551127479457,-1.459659064597968,0.7276068751089989,0.07034795757401688,-0.29871721046085814
BGD,Bangladesh,2019,2545.11,2.55,34.2,38.4,2,1.5,7.841929150054509,-1.2772551127479457,-1.459659064597968,0.7276068751089989,0.07034795757401688,-0.48978117588630404
BGD,Bangladesh,2019,2545.11,2.55,34.2,34.1,2,1.5,7.841929150054509,-1.2772551127479457,-1.459659064597968,0.7276068751089989,0.07034795757401688,-0.7548053859925674
BGD,Bangladesh,2020,2480.55,2.52,,,2,2.5,7.816235588764315,-1.299196208305886,-1.4688256532872035,1.212678125181665,,
BGD,Bangladesh,2021,2641.06,2.48,,,2,3.5,7.878935630706239,-1.2456533149639781,-1.481047771539518,1.697749375254331,,
BGD,Bangladesh,2022,2494.28,2.51,,,2,4.5,7.821755389384911,-1.294482557616929,-1.4718811828502822,2.182820625326997,,
BGD,Bangladesh,2023,2540.64,2.54,,,2,5.5,7.840171296777787,-1.2787562369512344,-1.4627145941610464,2.6678918753996625,,
BGD,Bangladesh,2024,2587.08,2.48,,,2,6.5,7.858285105557916,-1.2632878943235135,-1.481047771539518,3.1529631254723287,,
BRA,Brazil,2015,8758.74,9.74,43.5,68.7,3,-2.5,9.077807337968665,-0.22187313931368735,0.7372666912555174,-1.212678125181665,1.3464910110948656,1.377715002304344
BRA,Brazil,2015,8758.74,9.74,43.5,59.2,3,-2.5,9.077807337968665,-0.22187313931368735,0.7372666912555174,-1.212678125181665,1.3464910110948656,0.7921963985812037
BRA,Brazil,2015,8758.74,9.74,43.5,49.7,3,-2.5,9.077807337968665,-0.22187313931368735,0.7372666912555174,-1.212678125181665,1.3464910110948656,0.20667779485806326
BRA,Brazil,2015,8758.74,9.74,45.5,68.7,3,-2.5,9.077807337968665,-0.22187313931368735,0.7372666912555174,-1.212678125181665,1.6209303774434354,1.377715002304344
BRA,Brazil,2015,8758.74,9.74,45.5,59.2,3,-2.5,9.077807337968665,-0.22187313931368735,0.7372666912555174,-1.212678125181665,1.6209303774434354,0.7921963985812037
